game_num,result,meraki_white,moves,time_sec
1,*,True,1,1.1167293996550143
2,*,False,0,4.749977961182594e-05
3,*,True,1,1.2115950998850167
4,*,False,0,4.569999873638153e-05
5,*,True,1,1.1355179999954998
