game_num,result,meraki_white,moves,time_sec
1,*,True,1,1.0915473000004567
2,*,False,0,6.239999947865726e-05
3,*,True,1,1.3278095999994548
4,*,False,0,3.259999994043028e-05
5,*,True,1,1.3903292000004512
