game_num,result,meraki_white,moves,time_sec
1,*,True,1,1.1537908999889623
2,*,False,0,3.200001083314419e-05
3,*,True,1,1.0949562000168953
4,*,False,0,3.840000135824084e-05
5,*,True,1,1.1056948000041302
